,id,text,sentiment,nouns
297,143058960390434816,Miss Guadeloupe : Moche #MissFrance,"(-0.8, 0.8)","['miss guadeloupe', 'moche', 'missfrance']"
298,143058960457547777,"Devant Miss France, Man ja ka mô ri ! C'est quoi ce casting de merdia? #TF1","(0.0, 0.0)","['devant miss france', 'man ja ka mô ri', ""c'est"", 'quoi ce', 'tf1']"
299,143058966249865216,Miss Languedoc est vraiment belle. #missfrance,"(1.0, 1.0)","['miss languedoc', 'est vraiment belle', '# missfrance']"
300,143058993798053888,"Non, pas Miss Nord-Pas-de-Calais ni Miss Guadeloupe #MissFrance","(-0.01, 0.0)","['non', 'miss nord-pas-de-calais', 'miss guadeloupe', 'missfrance']"
301,143058993949061120,Très belle miss Languedoc :) #MissFrance !! Vive le sud :),"(0.6378125, 0.8375)","['très', 'languedoc', 'missfrance', 'vive']"
302,143059009065328640,Miss Guadeloupe aussi est pas belle. #TF1,"(-0.4, 0.8)","['miss guadeloupe', 'aussi est pas belle', 'tf1']"
303,143059017655259136,Miss Gwada ça ne va pas du tout!!!!!! #MissFrance,"(0.8392333984375, 0.1)","['miss gwada', 'ça ne va pas du tout', 'missfrance']"
304,143059022071869440,J'aime pas la Miss Nord-Pas-de-Calais ni Guadeloupe.. #MissFrance,"(0.6, 0.6)","[""j'aime"", 'miss nord-pas-de-calais', 'guadeloupe', '.. #', 'missfrance']"
305,143059022407405569,Miss guadeloupe: NOOON NEXT ! #MissFrance,"(0.0, 0.0)","['miss', 'nooon next', 'missfrance']"
306,143059033446821888,Miss Guadeloupe elle a un petit truc comme même je trouve un petit charme bien à elle #missfrance,"(0.05, 0.22499999999999998)","['miss guadeloupe', 'un petit truc comme même je trouve un petit charme bien à elle # missfrance']"
307,143059037737586688,"Miss Guadeloupe , ba je la trouve pas jolie #TF1","(-0.285, 0.6)","['miss guadeloupe', 'ba je', 'trouve pas jolie #', 'tf1']"
308,143059037850841088,Et la mieux en robe verte bah...robe verte et TÊTE D'ALIEN DE MARS ATTACKS. #missfrance,"(0.0, 0.1)","['et', 'robe verte bah ... robe verte', ""tête d'alien de mars attacks"", '# missfrance']"
309,143059043307626496,Pas-de-Calais a l'air d'une cruche et elle brosse son cheval comme Barbie... #MissFrance #TF1,"(0.0, 0.0)","['pas-de-calais', ""l'air d'une cruche"", 'elle brosse son cheval comme', 'barbie', '... #', 'missfrance', 'tf1']"
310,143059043471196160,Miss Guadeloupeeeeeeeee CAA VAAAAAAA #MissFrance,"(0.0, 0.0)","['miss guadeloupeeeeeeeee caa vaaaaaaa', 'missfrance']"
311,143059044318445568,Miss Languedoc est la plus jolie des trois. #MissFrance,"(0.741, 0.78)","['miss languedoc', 'jolie des trois', 'missfrance']"
312,143059046235242496,Miss Guadeloupe est trop belle. :) #MissFrance,"(0.45, 0.7)","['miss guadeloupe', 'est trop belle', 'missfrance']"
313,143059050005934080,Miss Guadeloupe est trop superficielle ! #TF1,"(-0.3125, 0.7)","['miss guadeloupe', 'est trop superficielle', 'tf1']"
314,143059051637518337,Miss France ou Miss Plate ?! #tf1,"(-0.35000000000000003, 0.4)","['miss france', 'miss plate', '# tf1']"
315,143059055554998272,"♪Ta meilleure amie ! Je serais là, toujours pour toi ♪ xD J'ai repensé à ça en voyant Lorie, j'adorais trop quand j'étais petite #missfrance","(0.32937500000000003, 0.5125)","['♪ta meilleure amie', 'je', 'serais là', 'toi ♪ xd', ""j'ai"", 'repensé à ça', 'lorie', ""j'adorais trop quand j'étais petite # missfrance""]"
316,143059056330944512,"#MissFrance : ah, Languedoc fut la 1ère à se présenter...","(0.0, 0.0)","['missfrance', 'languedoc', '1ère à se présenter ...']"
317,143059064346263552,Elle est pas moche mais avait mieux pou représenter le nord pas de calais #MissFrance,"(0.2, 0.4)","['elle', 'est pas moche mais avait mieux pou représenter', 'nord pas', 'calais #', 'missfrance']"
318,143059066510516225,ca va elle est belle miss languedoc #TF1,"(0.8, 0.8)","['ca va elle est belle', 'languedoc #', 'tf1']"
319,143059078606897152,Miss Guadeloupe elle gère. #MissFrance,"(0.0, 0.0)","['miss guadeloupe', 'elle gère', 'missfrance']"
320,143059098122989568,Ok je vote pour Miss Languedoc ! #missfrance,"(0.0, 0.0)","['ok', 'je vote', 'miss languedoc', '# missfrance']"
321,143059118180139008,Celle du Languedoc est plutôt jolie. mais j'aime pas vraiment celle du Nord-Pas-De-Calais.. #missfrance,"(0.38999999999999996, 0.5666666666666667)","['celle', 'languedoc', 'est plutôt jolie', ""mais j'aime pas vraiment celle du"", 'nord-pas-de-calais', '.. # missfrance']"
322,143059118427611136,"""au moins, Miss Guadeloupe fait un truc utile"" #missfrance","(0.2, 0.1)","['au moins', 'miss guadeloupe', 'fait un truc utile', '# missfrance']"
323,143059128758185984,#MissFrance Miss Guadeloupe ça passe,"(0.0, 0.0)","['missfrance miss guadeloupe', 'ça passe']"
324,143059135162888192,"Miss Guadeloupe est mignone, mais y'a mieux #MissFrance","(0.0, 0.0)","['miss guadeloupe', 'est mignone', 'mais y', 'mieux #', 'missfrance']"
325,143059139927621633,#MissFrance +1 pour Miss Languedoc,"(0.0, 0.0)","['missfrance', 'miss languedoc']"
326,143059145925472256,"Miss Guadeloupe, une pensée pour Audrey ! #MissFrance","(0.0, 0.0)","['miss guadeloupe', 'audrey', 'missfrance']"
327,143059146844028928,#MissFrance Tsaaaaa Miss Languedoc,"(0.0, 0.0)",['missfrance tsaaaaa miss languedoc']
328,143059151986245632,"Delon légèrement sénile.. Incapable de se souvenir des noms des membres du jury.. ""Sophie Essaidi ?!"" ""Le p'tit Brogniart !"" #MissFrance","(-1.0, 0.65)","['delon', 'légèrement sénile ..', 'se souvenir des noms des membres du jury ..', 'sophie essaidi', 'brogniart', 'missfrance']"
329,143059156822261760,"Vue la jurisprudence, un mec  qui inscrit sa copine à Miss France veut rompre #cqfd #MissFrance","(0.0, 0.0)","['vue', 'un mec qui inscrit sa copine à', 'miss france', 'veut rompre # cqfd #', 'missfrance']"
330,143059163726086145,Miss Guadeloupe = beyonçou #missfrance,"(0.0, 0.0)","['miss guadeloupe', '= beyonçou # missfrance']"
331,143059164837584897,Miss Poitou Charente est jolie ! #TF1,"(0.7124999999999999, 0.6)","['miss poitou charente', 'est jolie', 'tf1']"
332,143059173368791040,"J'aime pas du tout les émissions comme Miss France mais comme tout les gens dans mon cas, je regarde quand même #TF1","(0.26, 0.32499999999999996)","[""j'aime"", 'pas du tout les émissions comme', 'miss france', 'mais comme tout les gens dans mon cas', 'je regarde quand même #', 'tf1']"
333,143059182998925312,Pourquoi Lorie est toute nue sur le plateau de TF1 ? ça te casse un mythe ! J’espère que ses fans de 12 sont au lit...  #MissFrance,"(0.21000000000000002, 0.15000000000000002)","['pourquoi lorie', 'est toute nue sur', 'tf1', 'ça te casse un mythe', '’ espère que ses fans', 'sont au lit ... #', 'missfrance']"
334,143059206558322688,Alors elle Miss Poitou-Charentes non ! #missfrance,"(-0.0125, 0.0)","['alors', 'miss poitou-charentes', '# missfrance']"
335,143059206948401152,Miss Poitou-Charente est.. moche. #missfrance,"(-0.8, 0.8)","['miss poitou-charente', 'est .. moche', '# missfrance']"
336,143059215412494336,Pour le moment mon coup de coeur c'est Miss Languedoc elle est sublime ! #MissFrance,"(0.6, 0.5)","['pour', 'moment mon', ""coeur c'est"", 'miss languedoc', 'elle est sublime', 'missfrance']"
337,143059217174106112,Miss Gwada tu ne passeras pas dsl  #MissFrance,"(0.0, 0.0)","['miss gwada', 'tu ne passeras pas dsl #', 'missfrance']"
338,143059236673429504,"Quelqu'un peut me dire quel est le hashtag ""officiel"" pour l'élection des Miss France? #missfrance","(0.0, 0.0)","[""quelqu'un"", 'dire quel est', ""l'élection des"", 'miss france', '# missfrance']"
339,143059239328432128,Je regarderai #MissFrance quand Christian Jean-Pierre aura remplacé Foucault ! #TF1,"(0.0, 0.0)","['je', 'regarderai #', 'missfrance', 'jean-pierre', 'aura remplacé', 'foucault', 'tf1']"
340,143059251710001152,Miss Poitou Charente elle est belle #MissFrance,"(0.8, 0.8)","['miss poitou charente', 'elle est belle #', 'missfrance']"
341,143059257212940289,Beaucoup sont plus belles sans le sourire en fait. #MissFrance,"(0.46666666666666673, 0.3666666666666667)","['beaucoup', 'belles sans', 'missfrance']"
342,143059261893787648,Miss Poitou Charentes: Hm ... Non j'aime pas. #MissFrance,"(-0.155, 0.3)","['miss poitou charentes', 'hm', 'non', ""j'aime pas"", 'missfrance']"
343,143059271364513792,#MissFrance !! Miss Languedoc est super !!,"(1.0, 0.9)","['missfrance', 'miss languedoc']"
344,143059280558428160,"Miss Poitou Charentes, boudeuse. #MissFrance #TF1","(0.0, 0.0)","['miss poitou charentes', 'missfrance', 'tf1']"
345,143059290842865664,"Miss Poitou-Charentes. ""Un caractère bien trempé... et boudeuse. #MissFrance, un défi à relever""","(0.0, 0.1)","['miss poitou-charentes', 'un', 'caractère bien trempé ...', 'missfrance', 'un défi à relever']"
346,143059302561751040,Miss Lorraine : Moche #MissFrance,"(-0.8, 0.8)","['miss lorraine', 'moche', 'missfrance']"
347,143059322363068416,Miss Poitou Charente est très banal #MissFrance,"(-0.6, 1.0)","['miss poitou charente', 'est très banal #', 'missfrance']"
348,143059322711191552,"""j'ai un caractère bien trempé"" Miss Poitou Charentes... classique #missfrance","(0.2333333333333333, 0.13333333333333333)","[""j'ai un caractère bien trempé"", 'miss poitou charentes', '... classique # missfrance']"
349,143059339257716737,Lorraine : banale. #MissFrance,"(-0.3, 0.5)","['lorraine', 'missfrance']"
350,143059340054642688,Elle est magnifique Miss Guadeloupe ! :) #TF1,"(0.75, 1.0)","['elle', 'est magnifique', 'miss guadeloupe', 'tf1']"
351,143059341942075393,Miss lorraine t'es moche hein #MissFrance,"(-0.8, 0.8)","['miss', ""lorraine t'es moche hein #"", 'missfrance']"
352,143059344936812544,Miss Poitou-Charentes... y'a de plus jolies filles dans la région. #missfrance,"(0.741, 0.78)","['miss poitou-charentes', '... y', 'jolies filles dans', '# missfrance']"
353,143059350301310976,"Je regarde pas MissFrance, mais je suppose que, comme tous les ans, la Miss Corse sera moche. --'","(-0.29000000000000004, 0.45)","['je', 'regarde pas', 'missfrance', 'mais je suppose que', 'comme tous les ans', 'miss corse', 'sera moche']"
354,143059350569762817,"Miss Lorraine, belle. #Missfrance","(0.8, 0.8)","['miss lorraine', 'missfrance']"
355,143059355128963074,Miss Lorraine je ne cautionne pas du tout j'aime pas du tout franchement #missfrance,"(0.3466666666666667, 0.26666666666666666)","['miss lorraine', ""je ne cautionne pas du tout j'aime pas du tout franchement # missfrance""]"
356,143059355397394432,Miss Lorraine est laide putain de merde ! OO #TF1,"(-0.7875, 0.5)","['miss lorraine', 'est laide putain', 'oo', 'tf1']"
357,143059365933486080,Goooo! Miss Guadeloupe #MissFrance #TF1,"(0.0, 0.0)","['goooo', 'miss guadeloupe', 'missfrance', 'tf1']"
358,143059366067712000,Lorraine : bof #missfrance,"(0.0, 0.0)","['lorraine', 'bof # missfrance']"
359,143059366709444608,Miss Poitou Charentes a un caractère bien trempé #beurre #tartines #poitoucharente #MissFrance,"(0.0, 0.1)","['miss poitou charentes', 'un caractère bien trempé # beurre # tartines # poitoucharente #', 'missfrance']"
360,143059369762893825,Elle est moche la Miss Lorraine. On va pas gagner c'est sur. #MissFrance,"(-0.8, 0.8)","['elle', 'est moche', 'miss lorraine', ""va pas gagner c'est sur"", 'missfrance']"
361,143059375567814656,Miss Lorraine on dirait qu'elle a 40 ans ! #MissFrance,"(0.0, 0.0)","['miss lorraine', ""dirait qu'elle"", 'missfrance']"
362,143059389778116608,"Maud, Miss Lorraine, 3 bites, 9/20 #MissFrance","(0.0, 0.0)","['maud', 'miss lorraine', 'missfrance']"
363,143059392793812992,Cette année Miss Tahiti s'appellera t-elle encore Maeva ? #MissFrance,"(0.0, 0.0)","['cette', 'miss tahiti', ""s'appellera t-elle encore"", 'maeva', 'missfrance']"
364,143059399664082944,Miss Lorraine ! C'est une blague ? x) #TF1,"(0.0, 0.0)","['miss lorraine', ""c'est"", 'tf1']"
365,143059405867462656,Miss Poitou-Charente. T'es moche ! #MissFrance,"(-1.0, 0.8)","['miss poitou-charente', ""t'es"", 'missfrance']"
366,143059411060006912,Miss Lorraine a 21 ans mais en parait 35. Rendons la l'Alsace et la Lorraine aux Boches ! #MissFrance,"(0.0, 0.0)","['miss lorraine', 'ans mais', 'rendons', 'lorraine', 'boches', 'missfrance']"
367,143059414868439040,Miss Languedoc charmante ! #missfrance,"(0.6875, 0.5)","['miss languedoc', '# missfrance']"
368,143059415891845120,"Non Non , Miss Lorraine non plus ! #missfrance","(-0.0271875, 0.025)","['non non', 'miss lorraine', '# missfrance']"
369,143059422481100800,Ohhh les dents de miss Lorraine! Omg #missfrance,"(0.0, 0.0)","['ohhh', 'les dents', 'lorraine', 'omg', '# missfrance']"
370,143059433902186496,"Miss lorraine est moche, honte a ma ville ! #MissFrance","(-1.0, 0.8)","['miss', 'lorraine est moche', 'ma ville', 'missfrance']"
371,143059438868246528,Apparemment y'a pas de dentistes en Lorraine !  #missfrance,"(0.0, 0.0)","['apparemment', 'lorraine', '# missfrance']"
372,143059439858098176,#MissFrance Miss Lorraine : Miss Marc Dorcel!,"(0.0, 0.0)","['missfrance miss lorraine', 'miss marc dorcel']"
373,143059440294297600,"Merde la #MissLorraine est vraiment moche , ma région :'( #MissFrance","(-0.9, 0.7999999999999999)","['merde', 'misslorraine', 'est vraiment moche', 'ma région', 'missfrance']"
374,143059448259293185,Elle est belle Miss Lorraine #MissFrance,"(0.8, 0.8)","['elle', 'est belle', 'miss lorraine', 'missfrance']"
375,143059451862196224,"""miss Lorraine, elle aime les quiches"" mais qui a dit ça?? #missfrance","(0.6, 0.6)","['lorraine', 'elle aime les quiches', 'mais qui', 'dit ça', '# missfrance']"
376,143059477627809793,J'aime pas Lorraine... #MissFrance #TF1,"(0.6, 0.6)","[""j'aime"", 'lorraine', '... #', 'missfrance', 'tf1']"
377,143059477892046848,Miss Champagne-Ardenne : Moche #MissFrance,"(-0.8, 0.8)","['miss champagne-ardenne', 'moche', 'missfrance']"
378,143059479460716544,Si t'es alors élue tu vas verser combien de litres de larmes? #MissLorraine #MissFrance,"(0.1, 0.6)","['si', ""t'es alors élue tu vas verser combien"", 'misslorraine', 'missfrance']"
379,143059479968227328,Nous aussi on est très surpris #MissLorraine que tu aies été élu miss #MissFrance,"(1.0, 1.0)","['nous', 'est très surpris #', 'misslorraine', 'que tu aies été élu', 'missfrance']"
380,143059484447748097,Mouais...pas très convaincue de la Lorraine...#MissFrance,"(0.2, 0.4)","['mouais', '... pas très convaincue', 'lorraine', '... #', 'missfrance']"
381,143059485085286401,Miss Lorraine est assez belle. #MissFrance #TF1,"(0.8, 0.8)","['miss lorraine', 'est assez belle', 'missfrance', 'tf1']"
382,143059485492121601,L'autre qui débarque avec une robe saucisson vert dégueulasse ...#MissFrance,"(-0.3666666666666667, 0.3666666666666667)","[""l'autre"", 'qui débarque avec', 'robe saucisson vert dégueulasse ... #', 'missfrance']"
383,143059487056596993,#missfrance miss Lorraine ca va!,"(0.0, 0.0)","['# missfrance', 'lorraine', 'ca va']"
384,143059487899648001,"Alain Delon = DSK (Voire, Alain Delon &gt;&gt;&gt;&gt;&gt; DSK) #VousSavezPasVous #MissFrance","(0.0, 0.0)","['alain delon', 'dsk', 'voire', 'alain delon', 'dsk', 'voussavezpasvous', 'missfrance']"
385,143059493553577986,#MissFrance : Lorraine : FRANGE SPOTTED!!! ^w^,"(0.0, 0.0)","['missfrance', 'lorraine', 'frange spotted']"
386,143059498070835201,Miss France sur #TF1 chez moi à Brest !,"(0.0, 0.0)","['miss france', 'sur #', 'tf1', 'chez moi à', 'brest']"
387,143059523698049024,Miss Champagne-Ardenne c'est quoi ce truc elle est pas terrible #missfrance,"(0.35, 0.6)","['miss champagne-ardenne', ""c'est quoi ce truc elle est pas terrible # missfrance""]"
388,143059532589961216,#MissFrance si elle à pleurer autant car elle est miss Lorraine j'imagine pas si elle est miss france !!,"(-0.15937500000000002, 0.39999999999999997)","['missfrance', 'si elle à pleurer autant car elle est', 'lorraine', ""j'imagine pas si elle est""]"
389,143059537694433281,Ah si Miss Lorraine est jolie #MissFrance,"(0.33499999999999996, 0.6)","['miss lorraine', 'est jolie #', 'missfrance']"
390,143059557369905152,Miss Champagne-Ardenne est vraiment belle. #TF1,"(1.0, 1.0)","['miss champagne-ardenne', 'est vraiment belle', 'tf1']"
391,143059570900746240,Languedoc : oui. / Pas de calais : non / Guadeloupe : non /poitou-charente : peut etre / Lorraine : non / Champagne : Mouais bof #missfrance,"(-0.005, 0.0)","['languedoc', 'non /', 'guadeloupe', 'non /poitou-charente', 'peut etre /', 'lorraine', 'non /', 'champagne', 'mouais', 'bof # missfrance']"
392,143059588005109761,Miss Champagne-Ardenne. Elle dessine. #MissFrance,"(0.0, 0.0)","['miss champagne-ardenne', 'elle', 'missfrance']"
393,143059608276185088,"Ce que je préfère tous les ans, c'est les musiques qu'on entend dans les portraits ! #MissFrance","(0.275, 0.1)","['ce', 'que je préfère tous les ans', ""c'est les musiques qu'on entend dans les portraits"", 'missfrance']"
394,143059610234925056,Pour l'instant que #MissLanguedoc apres les autre banale ! #MissFrance . Go les miss du sud,"(-0.125, 0.21666666666666667)","['pour', ""l'instant que #"", 'misslanguedoc', 'apres les autre banale', 'missfrance', 'du sud']"
395,143059617033883648,"Miss Champagne-Ardenne, pas mal #TF1","(0.35, 0.7)","['miss champagne-ardenne', 'pas mal #', 'tf1']"
396,143059629017018368,Elle est jolie Miss Champagne Ardenne. #missfrance,"(0.57, 0.6)","['elle', 'est jolie', 'miss champagne ardenne', '# missfrance']"
397,143059636940046336,Champagne Ardennes : ballon de rugby. #MissFrance,"(0.0, 0.0)","['champagne ardennes', 'missfrance']"
398,143059637200105472,"Miss Champagne, championne du naturel ""mes atouts seraient mon sourire et mon côté dynamique"" #missfrance","(0.22666666666666666, 0.13333333333333333)","['miss champagne', 'championne du naturel', 'mes atouts seraient mon sourire', 'mon côté dynamique', '# missfrance']"
399,143059637476925442,miss languedoc trés jolie #missfrance,"(0.57, 0.6)",['languedoc trés jolie # missfrance']
400,143059638382903297,Miss Champagne-Ard : on a connu pire! #MissFrance,"(0.04999999999999999, 0.55)","['miss champagne-ard', 'connu pire', 'missfrance']"
401,143059641616699392,#MissFrance Miss Champagne Ardène est super belle :O ! Et étudiante en graphisme en plus :D,"(0.5425, 0.76)","['missfrance miss champagne ardène', 'super belle', 'et']"
402,143059644598845440,Sourire un atout avec ses dents jaune #Missfrance,"(0.13999999999999999, 0.0)","['sourire', 'un atout avec ses dents jaune #', 'missfrance']"
403,143059649657192449,Miss France ou l'émission où toutes les filles peuvent critiquer sans modération. #MissFrance,"(0.22, 0.1)","['miss france', ""ou l'émission où toutes les filles peuvent critiquer sans modération"", 'missfrance']"
404,143059655545995264,Miss Champagne why not  #MissFrance,"(0.0, 0.0)","['miss champagne', 'missfrance']"
405,143062087751573505,"Miss Normandie ,elle est bof quoi ... #MissFrance","(0.0, 0.0)","['miss normandie', 'elle est bof quoi ... #', 'missfrance']"
406,143062088884031488,On peut pas faire un cumul des mandats pour Laury Thilleman en fait ? #MissFrance,"(0.0, 0.0)","['peut pas faire un cumul des mandats', 'laury thilleman', 'missfrance']"
407,143062089286696960,elle est jolie miss normandie #missfrance,"(0.57, 0.6)","['elle est jolie', 'normandie # missfrance']"
408,143062091094429697,La Miss Normandie est pas moche ! #TF1,"(0.5, 0.8)","['miss normandie', 'est pas moche', 'tf1']"
409,143062091744559104,"Miss Normandie, trop banale je trouve ! #MissFrance","(-0.1875, 0.25)","['miss normandie', 'trop banale je trouve', 'missfrance']"
410,143062109964615680,Elle est belle miss normandie #tf1,"(0.8, 0.8)","['elle', 'est belle', 'normandie # tf1']"
411,143062115085844480,Miss Normandie cours sur la plage pieds nus #MissFrance,"(0.16, 0.2)","['miss normandie', 'cours sur', 'plage pieds nus #', 'missfrance']"
412,143062127186411521,On gagnera pas cette année. #MissNormandie #MissFrance,"(0.0, 0.0)","['gagnera pas cette année', 'missnormandie', 'missfrance']"
413,143062132471234560,"-Miss Normandie, non mais arrête tout là ! Pareil pour Miss Guyane ! #MissFrance","(0.08833333333333333, 0.03333333333333333)","['normandie', 'non mais arrête tout là', 'pareil', 'miss guyane', 'missfrance']"
414,143062135042355200,Miss Midi-Pyrenées est plus bronzée que Miss St Pierre. Tout est normal #TF1,"(0.18000000000000002, 0.11666666666666665)","['miss midi-pyrenées', 'bronzée que', 'miss st pierre', 'tout', 'normal #', 'tf1']"
415,143062135965097984,Miss Guyane est pas trés jolie #Tf1,"(0.57, 0.6)","['miss guyane', 'est pas trés jolie #', 'tf1']"
416,143062146803171328,Normandie! #missfrance,"(0.0, 0.0)","['normandie', '# missfrance']"
417,143062148388634624,Miss camembert #Normandie #MissFrance,"(0.0, 0.0)","['miss', 'camembert #', 'normandie', 'missfrance']"
418,143062148971630592,"Miss Midi-Pyrénées est très jolie. C'est normal, elle vient de Toulouse. Comme moi. :-) #MissFrance","(0.5566666666666666, 0.7166666666666667)","['miss midi-pyrénées', 'est très jolie', ""c'est"", 'elle vient', 'toulouse', 'comme', 'missfrance']"
419,143062159155412993,"Miss Normandie est magnifique, gosh #missfrance","(1.0, 1.0)","['miss normandie', 'est magnifique', 'gosh # missfrance']"
420,143062161428709376,Miss Guyane passable #MissFrance,"(0.0, 0.0)","['miss guyane', 'passable #', 'missfrance']"
421,143062162095607808,Elle est belle la Normandie ! #tf1,"(1.0, 0.8)","['elle', 'est belle', 'normandie', '# tf1']"
422,143062167233630208,#MissFrance Miss Guyane me fait penser à Rihanna Oo,"(0.0, 0.0)","['missfrance miss guyane', 'fait penser à', 'rihanna oo']"
423,143062173764161536,HAHAHAHAHAHAHA T'es hideuse meuf . #missfrance Miss Guyane,"(-0.7, 1.0)","[""hahahahahahaha t'es"", 'hideuse meuf', '# missfrance', 'miss guyane']"
424,143062174087127040,Comment vous saurez que chez moi on a voté pour Miss Guadeloupe? Mon Papa va le voir sur la facture x) #MissFrance,"(0.0, 0.0)","['comment', 'vous saurez que chez moi', 'miss guadeloupe', 'mon papa', 'voir sur', 'facture x', 'missfrance']"
425,143062178134634496,"Miss Guyane, nan nan nan ! #MissFrance","(0.0, 0.0)","['miss guyane', 'nan nan nan', 'missfrance']"
426,143062179820744704,Miss Guyane : mignone #MissFrance,"(0.0, 0.0)","['miss guyane', 'mignone #', 'missfrance']"
427,143062180990947328,Elle est belle Miss Guyane #MissFrance,"(0.8, 0.8)","['elle', 'est belle', 'miss guyane', 'missfrance']"
428,143062187093659648,Miss Guyane est mignonne #MissFrance,"(0.3, 0.4)","['miss guyane', 'est mignonne #', 'missfrance']"
429,143062188628787200,Miss Guyane alias Edward Cullen ! #MissFrance,"(0.0, 0.0)","['miss guyane', 'edward cullen', 'missfrance']"
430,143062190625259520,Miss Guyane est pas mal. #missfrance,"(0.35, 0.7)","['miss guyane', 'est pas mal', '# missfrance']"
431,143062195264176129,Miss Guyane et belle #tf1,"(0.8, 0.8)","['miss guyane', 'belle # tf1']"
432,143062203069771776,"Miss Guyane, je dis non #TF1","(-0.01, 0.0)","['miss guyane', 'je dis non #', 'tf1']"
433,143062209860337664,"Anaële, Miss Guyane, 3 bites, 14/20 #MissFrance","(0.0, 0.0)","['anaële', 'miss guyane', 'missfrance']"
434,143062210548203521,"Miss Guyane, cute girl #MissFrance","(0.0, 0.0)","['miss guyane', 'cute girl #', 'missfrance']"
435,143062211001200642,Miss Guyane et ben j'aime bien elle est mignonne et je pense qu'elle sera dans les 12 #missfrance,"(0.3, 0.4000000000000001)","['miss guyane', ""ben j'aime bien elle est mignonne"", ""je pense qu'elle sera dans les"", '# missfrance']"
436,143062212267868160,Miss Guyane est une insulte pour tout les noirs #MissFrance,"(0.06, 0.1)","['miss guyane', 'tout les noirs #', 'missfrance']"
437,143062213203202048,Mdrr la chanson exotique pour Miss Guyane #TF1,"(0.1, 1.0)","['mdrr', 'chanson exotique', 'miss guyane', 'tf1']"
438,143062219540795392,Miss Guyane est toute mimi. Aww. #missfrance,"(0.22, 0.1)","['miss guyane', 'est toute mimi', 'aww', '# missfrance']"
439,143062220471939072,Midi pyrénées et Normandie j'aime bien !!! #MissFrance #MissFrance2012 #TF1,"(0.3, 0.4)","['midi', 'normandie', ""j'aime bien"", 'missfrance', 'missfrance2012', 'tf1']"
440,143062227140874240,Miss Guyane j'adore ! #missfrance,"(0.625, 0.5)","['miss guyane', '# missfrance']"
441,143062241418289152,"Miss Guyane, simplement non, tu me fais penser à Manaudou #MissFrance","(-0.02, 0.0)","['miss guyane', 'simplement non', 'fais penser à', 'manaudou', 'missfrance']"
442,143062243234414592,Elle est belle Miss Guyane ;) #TF1,"(0.525, 0.9)","['elle', 'est belle', 'miss guyane', 'tf1']"
443,143062258640101376,Miss Guyane est mignonnes :) #MissFrance,"(0.4, 0.7)","['miss guyane', 'est mignonnes', 'missfrance']"
444,143062268882591745,#MissFrance Miss Guyane : level assuré deh,"(0.2, 0.2)","['missfrance miss guyane', 'level assuré deh']"
445,143062277694832642,Miss Guyane tu vas pas aller bien loin #MissFrance #TF1,"(0.0, 0.2)","['miss guyane', 'tu vas pas aller bien loin #', 'missfrance', 'tf1']"
446,143062288167997441,"STOP aux clichés : ""Devenir Miss France est un rêve de petite fille"" #MissFrance","(0.1, 0.1)","['stop', 'aux clichés', 'devenir miss france', 'est un rêve', 'petite fille', 'missfrance']"
447,143062300851576832,Waouh! “@LeTelegramme: Miss Guadeloupe est pompier volontaire. #MissFrance”,"(0.1875, 0.5)","['waouh', '“ @', 'letelegramme', 'miss guadeloupe', 'est pompier volontaire', 'missfrance']"
448,143062314944434176,#MissFrance Miss guyane!! Trop trop beeeeelle !! #TF1,"(-0.1953125, 0.35)","['missfrance miss', 'trop', 'trop beeeeelle', 'tf1']"
449,143062320216686592,Miss Guyane a la coupe de Rihanna il y a 2 jours. So yesterday. #OUT #MissFrance,"(0.0, 0.0)","['miss guyane', 'rihanna', 'il y', 'out', 'missfrance']"
450,143062320346701824,Miss Guyane me fait penser a Rihanna. #MF #TF1,"(0.0, 0.0)","['miss guyane', 'fait penser', 'rihanna', 'mf', 'tf1']"
451,143062329066663936,"Miss Guyane représente les blacks ! Wé ! En plus fan d'athlé, Black jusqu'au bout ! #stereotype #missFrance","(0.1875, 0.1)","['miss guyane', 'représente les blacks', 'wé', 'en', ""fan d'athlé"", 'black', ""jusqu'au bout"", '# stereotype # missfrance']"
452,143062333168693248,Miss Guyane élimine ses toxines. #MissFrance,"(0.0, 0.0)","['miss guyane', 'élimine ses toxines', 'missfrance']"
453,143062333982392320,Miss Guyane est pas très belle ! #MissFrance,"(-0.25, 0.4)","['miss guyane', 'est pas très belle', 'missfrance']"
454,143062334095638528,Miss Normandie est mimi. #MissFrance,"(0.0, 0.0)","['miss normandie', 'est mimi', 'missfrance']"
455,143062338612903936,Miss Guyane petit air sympa non? #MissFrance,"(0.09666666666666668, 0.10000000000000002)","['miss guyane', 'petit air sympa non', 'missfrance']"
456,143062338889719809,Miss Guyane j'aime bien :) #missfrance,"(0.3666666666666667, 0.6)","['miss guyane', ""j'aime bien"", '# missfrance']"
457,143062349799100416,Miss Guyane aka Rhianna ! #missfrance,"(0.0, 0.0)","['miss guyane', 'rhianna', '# missfrance']"
458,143062350721855488,"Miss Normandie, ouai, c'est pas la pire, elle nous fait pas trop honte. #missfrance","(-0.1375, 0.75)","['miss normandie', ""c'est pas"", 'elle nous fait pas trop honte', '# missfrance']"
